id,task,framework,constraint,fold,type,result,metric,mode,version,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,mae,r2,rmse,models_ensemble_count,acc,auc,balacc,logloss
openml.org/t/10090,amazon-commerce-reviews,AutoGluon_hq_v1,4h8c,9,multiclass,-0.776484,neg_logloss,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:57:54,16713.7,16622.3,6.0,50,1911734281,,,,,18,0.893333,,0.893333,0.776484
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,0,binary,0.910821,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:52:55,15384.4,15227.8,0.5,186,1911734272,,,,,7,0.953616,0.910821,0.679842,0.134352
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,1,binary,0.89596,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:53:17,15363.2,15181.1,1.1,168,1911734273,,,,,13,0.956668,0.89596,0.703813,0.136167
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,2,binary,0.884964,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:59:53,15738.4,15489.3,6.7,196,1911734274,,,,,75,0.953311,0.884964,0.701092,0.142626
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,3,binary,0.90359,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:54:51,15454.0,15267.1,0.5,184,1911734275,,,,,9,0.956668,0.90359,0.678178,0.134887
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,4,binary,0.899664,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:53:21,15363.0,15201.1,0.6,184,1911734276,,,,,9,0.959414,0.899664,0.724088,0.127062
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,5,binary,0.898467,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:52:17,15290.7,15138.2,0.5,176,1911734277,,,,,11,0.953616,0.898467,0.674088,0.137403
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,6,binary,0.874616,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:54:23,15413.4,15234.4,0.5,190,1911734278,,,,,11,0.955752,0.874616,0.692509,0.13642
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,7,binary,0.891554,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:54:42,15433.8,15253.6,0.6,188,1911734279,,,,,11,0.957888,0.891554,0.698582,0.138206
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,8,binary,0.917113,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:57:25,15540.5,15330.3,0.8,184,1911734280,,,,,12,0.956973,0.917113,0.705505,0.126133
openml.org/t/359979,Amazon_employee_access,AutoGluon_hq_v1,4h8c,9,binary,0.912183,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:56:12,15493.4,15277.1,6.1,206,1911734281,,,,,79,0.957265,0.912183,0.709103,0.132254
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,0,binary,0.988429,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:54:43,15703.4,15536.9,7.9,146,1911734272,,,,,49,0.995132,0.988429,0.907955,0.0157866
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,1,binary,0.991017,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:55:44,15727.4,15588.1,1.7,140,1911734273,,,,,9,0.992895,0.991017,0.842329,0.0209793
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,2,binary,0.995027,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:06:07,16379.5,16262.2,1.7,118,1911734274,,,,,8,0.993684,0.995027,0.853479,0.0196805
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,3,binary,0.992817,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:08:32,16514.4,16394.9,1.1,116,1911734275,,,,,9,0.996053,0.992817,0.904842,0.0182761
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,4,binary,0.994049,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:56:05,15720.3,15543.9,8.3,144,1911734276,,,,,49,0.996579,0.994049,0.912275,0.0147621
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,5,binary,0.995021,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:57:15,15814.5,15669.3,7.3,154,1911734277,,,,,53,0.994474,0.995021,0.894056,0.0165968
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,6,binary,0.992643,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:57:17,15807.1,15631.7,7.6,150,1911734278,,,,,50,0.995789,0.992643,0.912507,0.0134296
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,7,binary,0.995293,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:57:04,15770.8,15587.2,8.4,150,1911734279,,,,,53,0.995921,0.995293,0.919687,0.0151679
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,8,binary,0.986779,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:57:55,15823.1,15673.0,1.2,152,1911734280,,,,,8,0.993947,0.986779,0.886676,0.0175797
openml.org/t/168868,APSFailure,AutoGluon_hq_v1,4h8c,9,binary,0.991182,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:57:13,15768.2,15593.1,8.1,146,1911734281,,,,,48,0.995658,0.991182,0.901772,0.0165192
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,0,binary,0.791667,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:44:29,15896.8,15788.9,7.0,66,1911734272,,,,,11,0.8,0.791667,0.791667,0.631421
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,1,binary,1.0,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:41:33,15734.9,15597.7,5.9,88,1911734273,,,,,11,0.9,1.0,0.875,0.225739
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,3,binary,0.625,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:43:04,15811.0,15698.5,4.5,74,1911734275,,,,,9,0.7,0.625,0.666667,0.69303
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,4,binary,1.0,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:43:04,15784.1,15663.4,7.4,76,1911734276,,,,,11,0.9,1.0,0.916667,0.219365
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,5,binary,0.833333,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:42:54,15774.2,15667.5,3.7,70,1911734277,,,,,9,0.8,0.833333,0.791667,0.469936
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,6,binary,1.0,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:42:16,15704.3,15574.7,9.6,80,1911734278,,,,,12,0.9,1.0,0.9,0.213292
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,7,binary,0.72,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:44:09,15823.8,15677.7,4.6,88,1911734279,,,,,12,0.7,0.72,0.7,0.798907
openml.org/t/190412,arcene,AutoGluon_hq_v1,4h8c,8,binary,1.0,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:44:35,15863.3,15753.1,4.0,70,1911734280,,,,,9,1.0,1.0,1.0,0.126906
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,0,binary,0.95416,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T14:32:36,3280.1,3111.0,0.1,222,1911734272,,,,,16,0.898551,0.95416,0.898981,0.273217
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,1,binary,0.92275,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T14:34:29,3382.5,3193.6,0.2,222,1911734273,,,,,17,0.84058,0.92275,0.831494,0.336677
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,2,binary,0.921053,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:09:48,5492.1,5024.2,1.9,440,1911734274,,,,,118,0.811594,0.921053,0.808149,0.424544
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,3,binary,0.937182,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:03:05,5071.5,4695.3,1.8,440,1911734275,,,,,117,0.898551,0.937182,0.904924,0.336539
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,4,binary,0.95416,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T14:49:19,4237.2,4042.2,0.09,222,1911734276,,,,,13,0.869565,0.95416,0.869694,0.271238
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,5,binary,0.962649,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:04:20,5153.3,4750.1,1.9,440,1911734277,,,,,116,0.898551,0.962649,0.898981,0.24431
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,6,binary,0.91511,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:09:19,5422.9,4957.0,1.9,440,1911734278,,,,,120,0.826087,0.91511,0.830221,0.386499
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,7,binary,0.926496,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T14:37:57,3539.0,3347.9,0.2,222,1911734279,,,,,14,0.884058,0.926496,0.878205,0.379089
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,8,binary,0.960684,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T14:30:23,3087.3,2935.5,0.08,222,1911734280,,,,,11,0.869565,0.960684,0.857692,0.304058
openml.org/t/146818,Australian,AutoGluon_hq_v1,4h8c,9,binary,0.918803,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T14:35:45,3387.2,3197.1,0.1,222,1911734281,,,,,10,0.855072,0.918803,0.852564,0.363303
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,0,binary,0.942888,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:58:33,16671.3,16338.3,9.3,288,1911734272,,,,,108,0.913755,0.942888,0.752734,0.184385
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,1,binary,0.938352,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:58:24,16658.6,16336.5,9.2,286,1911734273,,,,,108,0.906658,0.938352,0.786916,0.191952
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,2,binary,0.949261,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:58:57,16674.6,16347.4,8.8,288,1911734274,,,,,110,0.915063,0.949261,0.753481,0.175986
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,3,binary,0.939258,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:59:24,16684.5,16355.3,9.1,288,1911734275,,,,,108,0.909976,0.939258,0.737481,0.190137
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,4,binary,0.943443,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:58:48,16673.6,16373.3,8.8,288,1911734276,,,,,110,0.912851,0.943443,0.766167,0.185578
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,5,binary,0.936073,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:59:35,16689.6,16357.2,8.9,298,1911734277,,,,,110,0.906437,0.936073,0.767455,0.193971
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,6,binary,0.931244,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:01:14,16779.5,16434.7,9.7,286,1911734278,,,,,109,0.907985,0.931244,0.725695,0.199383
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,7,binary,0.948024,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:00:22,16720.4,16340.1,9.3,286,1911734279,,,,,107,0.913736,0.948024,0.773228,0.178305
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,8,binary,0.944976,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:59:54,16703.9,16395.9,9.3,286,1911734280,,,,,111,0.918823,0.944976,0.785128,0.182678
openml.org/t/359982,bank-marketing,AutoGluon_hq_v1,4h8c,9,binary,0.949164,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:00:09,16701.5,16370.9,8.9,286,1911734281,,,,,110,0.917054,0.949164,0.782486,0.176522
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,0,binary,0.885716,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:03:20,12237.0,12018.8,0.7,222,1911734272,,,,,12,0.821809,0.885716,0.819824,0.423851
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,1,binary,0.884637,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:01:09,12106.2,11874.8,0.9,222,1911734273,,,,,14,0.802667,0.884637,0.799089,0.42883
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,2,binary,0.894175,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:05:14,12337.7,12104.2,0.8,222,1911734274,,,,,12,0.813333,0.894175,0.808941,0.416929
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,3,binary,0.921383,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:01:49,12125.9,11871.5,0.8,222,1911734275,,,,,14,0.834667,0.921383,0.834861,0.372421
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,4,binary,0.89827,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:01:59,12140.5,11925.4,0.8,222,1911734276,,,,,13,0.813333,0.89827,0.809829,0.410941
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,5,binary,0.872752,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:03:41,12219.5,11977.3,0.7,222,1911734277,,,,,12,0.792,0.872752,0.790125,0.45204
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,6,binary,0.871033,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:09:59,16198.1,15716.5,14.1,338,1911734278,,,,,119,0.8,0.871033,0.79929,0.451582
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,7,binary,0.888717,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:07:42,16053.5,15631.6,13.0,316,1911734279,,,,,109,0.824,0.888717,0.819788,0.419135
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,8,binary,0.891727,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:09:45,16155.4,15691.3,14.0,330,1911734280,,,,,115,0.834667,0.891727,0.832903,0.414743
openml.org/t/359967,Bioresponse,AutoGluon_hq_v1,4h8c,9,binary,0.860165,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:10:31,16178.7,15708.8,14.5,344,1911734281,,,,,119,0.794667,0.860165,0.792828,0.471554
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,0,regression,-3393.88,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:57:44,16545.7,16420.7,2.0,66,1911734272,,2623.2,0.547811,3393.88,6,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,1,regression,-3458.05,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:03:03,16845.9,16721.6,2.1,68,1911734273,,2667.26,0.541727,3458.05,6,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,2,regression,-3473.51,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:03:23,16873.0,16745.0,2.4,68,1911734274,,2687.03,0.534303,3473.51,7,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,3,regression,-3430.22,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:03:39,16870.9,16750.6,2.1,66,1911734275,,2640.52,0.55387,3430.22,6,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,4,regression,-3427.82,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:01:31,16720.7,16591.1,2.1,68,1911734276,,2646.59,0.549412,3427.82,7,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,5,regression,-3401.73,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:01:36,16735.2,16611.4,2.1,68,1911734277,,2625.25,0.54734,3401.73,7,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,6,regression,-3437.85,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T18:59:30,16600.6,16478.5,2.2,66,1911734278,,2650.47,0.546254,3437.85,6,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,7,regression,-3383.39,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:02:01,16743.2,16627.1,2.1,66,1911734279,,2613.78,0.540223,3383.39,6,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,8,regression,-3420.08,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:03:15,16818.0,16696.8,2.8,66,1911734280,,2647.17,0.553986,3420.08,7,,,,
openml.org/t/359937,black_friday,AutoGluon_hq_v1,4h8c,9,regression,-3424.41,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T19:02:53,16779.3,16652.4,2.2,68,1911734281,,2651.14,0.542475,3424.41,6,,,,
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,0,binary,0.765107,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:17:21,3236.3,3060.7,0.06,222,1911734272,,,,,7,0.733333,0.765107,0.539474,0.485131
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,1,binary,0.86501,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:17:51,3260.8,3085.3,0.06,222,1911734273,,,,,8,0.8,0.86501,0.716374,0.442148
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,2,binary,0.707602,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:17:54,3258.4,3096.5,0.07,222,1911734274,,,,,9,0.746667,0.707602,0.586257,0.509726
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,3,binary,0.697368,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:18:35,3298.7,3131.0,0.06,222,1911734275,,,,,8,0.813333,0.697368,0.687135,0.506777
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,4,binary,0.810429,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:18:31,3263.8,3077.2,0.06,222,1911734276,,,,,8,0.773333,0.810429,0.565789,0.453898
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,5,binary,0.738304,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:22:33,3491.9,3305.5,0.05,222,1911734277,,,,,7,0.773333,0.738304,0.527778,0.485273
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,6,binary,0.761209,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:27:18,3790.9,3612.0,0.04,222,1911734278,,,,,5,0.813333,0.761209,0.649123,0.468533
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,7,binary,0.781189,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:21:32,3430.8,3245.1,0.09,222,1911734279,,,,,9,0.84,0.781189,0.723684,0.450639
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,8,binary,0.626935,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:54:39,5419.7,5009.7,1.4,440,1911734280,,,,,115,0.743243,0.626935,0.606295,0.600153
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_hq_v1,4h8c,9,binary,0.749742,auc,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T15:21:22,3423.2,3237.9,0.07,222,1911734281,,,,,8,0.797297,0.749742,0.620743,0.47995
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,0,regression,-2.00534,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:08:42,9842.3,9414.4,1.5,432,1911734272,,1.47451,0.941481,2.00534,114,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,1,regression,-2.28637,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:20:58,10569.0,10103.7,1.5,432,1911734273,,1.84365,0.941373,2.28637,116,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,2,regression,-2.31864,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:05:58,9647.7,9216.5,1.5,432,1911734274,,1.90054,0.822632,2.31864,115,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,3,regression,-4.04149,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T16:59:16,9247.2,8788.3,1.5,432,1911734275,,1.95621,0.837442,4.04149,118,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,4,regression,-3.57076,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T16:01:29,5779.6,5615.1,0.08,218,1911734276,,2.47654,0.913358,3.57076,10,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,5,regression,-2.43984,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T17:36:36,11447.2,10992.1,1.6,432,1911734277,,1.93507,0.920413,2.43984,121,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,6,regression,-2.30617,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T16:54:24,8926.6,8497.8,1.5,432,1911734278,,1.7946,0.918439,2.30617,116,,,,
openml.org/t/359950,boston,AutoGluon_hq_v1,4h8c,7,regression,-2.40386,neg_rmse,aws,1.0.0b20231126,"dev [https://github.com/Innixma/automlbenchmark, 2023_11_26, 8facda0]",2023-11-26T16:49:25,8628.7,8218.4,1.5,432,1911734279,,1.8073,0.915848,2.40386,119,,,,
